Date_Incident,Incident_Description,Latitude,Longitude,Season
01/03/2015 02:45:00 AM,Driving Under The Influence,35.048204975792544,-85.1878865953442,Winter
01/25/2015 01:59:00 AM,Driving Under The Influence,35.04125164778113,-85.29409546103139,Winter
02/07/2015 06:50:00 PM,Driving Under The Influence,35.04199000940111,-85.1674397146826,Winter
03/20/2015 01:00:00 AM,Driving Under The Influence,35.04810781823744,-85.31327564032902,Spring
03/27/2015 11:32:00 PM,Driving Under The Influence,35.04448485195174,-85.15810468225449,Spring
03/28/2015 04:28:00 AM,Driving Under The Influence,35.057041,-85.227056,Spring
03/31/2015 01:38:00 AM,Driving Under The Influence,35.02505057194238,-85.27862256300061,Spring
04/22/2015 09:15:00 PM,Driving Under The Influence,35.1380721887668,-85.24748203377153,Spring
05/24/2015 09:48:00 PM,Driving Under The Influence,35.127861037803605,-85.24584360802666,Spring
06/29/2015 02:00:00 AM,Driving Under The Influence,35.03144635041729,-85.26327630052492,Summer
08/20/2015 05:21:00 PM,Driving Under The Influence,35.039644054605276,-85.16856870085391,Summer
08/27/2015 08:42:00 PM,Driving Under The Influence,35.007172688192234,-85.20409624017101,Summer
09/26/2015 08:46:00 PM,Driving Under The Influence,35.12614273612823,-85.24125377927399,Fall
09/27/2015 01:54:00 AM,Driving Under The Influence,35.00629408754056,-85.28624421105026,Fall
10/18/2015 06:42:00 PM,Driving Under The Influence,35.08897129934416,-85.32969545458708,Fall
10/27/2015 02:44:00 AM,Driving Under The Influence,35.03206760323039,-85.2737711045998,Fall
12/02/2015 05:57:00 PM,Driving Under The Influence,35.15662816214319,-85.24865949993918,Winter
12/17/2015 01:58:00 AM,Driving Under The Influence,35.05522596082757,-85.31336701988106,Winter
12/26/2015 10:09:00 PM,Driving Under The Influence,35.012392700728924,-85.21207479945888,Winter
01/24/2016 04:37:00 PM,Driving Under The Influence,35.04939905647962,-85.14517487354709,Winter
01/27/2016 12:30:00 AM,Driving Under The Influence,35.04047209829577,-85.21848051957194,Winter
01/28/2016 08:31:00 PM,Driving Under The Influence,35.16795026422719,-85.24808361516942,Winter
02/06/2016 06:35:00 AM,Driving Under The Influence,35.05028653448295,-85.30763831093556,Winter
02/18/2016 04:00:00 PM,Driving Under The Influence,35.01890913037659,-85.37664646853509,Winter
02/20/2016 10:36:00 PM,Driving Under The Influence,35.019033993145214,-85.28408336494168,Winter
02/26/2016 02:21:00 AM,Driving Under The Influence,35.017664720851315,-85.23963457317471,Winter
02/27/2016 05:43:00 PM,Driving Under The Influence,35.09242175877361,-85.3309894393599,Winter
02/27/2016 09:41:00 PM,Driving Under The Influence,35.01801472085132,-85.23875157317471,Winter
04/02/2016 09:50:00 PM,Driving Under The Influence,35.041418872007604,-85.2455043240546,Spring
04/04/2016 12:08:00 AM,Driving Under The Influence,35.010272514994604,-85.21985527214264,Spring
04/13/2016 08:47:00 PM,Driving Under The Influence,35.04233569160565,-85.158269660885,Spring
05/06/2016 07:10:00 PM,Driving Under The Influence,35.042374560573656,-85.2909388584949,Spring
05/18/2016 07:56:00 PM,Driving Under The Influence,35.08575493339332,-85.19345490088287,Spring
05/19/2016 08:35:00 PM,Driving Under The Influence,35.09799255329908,-85.32784512693178,Spring
07/13/2016 05:25:00 PM,Driving Under The Influence,35.041483100617185,-85.24423285231366,Summer
07/18/2016 07:33:00 PM,Driving Under The Influence,35.030939996570076,-85.18518661184649,Summer
07/21/2016 12:51:00 PM,Driving Under The Influence,35.05020808532712,-85.29412351206524,Summer
07/28/2016 10:57:00 PM,Driving Under The Influence,35.0438550557866,-85.18671554580658,Summer
08/17/2016 10:30:00 PM,Driving Under The Influence,35.08935429934416,-85.3311234545871,Summer
08/27/2016 05:19:00 PM,Driving Under The Influence,35.040159221442195,-85.1521016386327,Summer
09/14/2016 10:20:00 PM,Driving Under The Influence,35.1311550324126,-85.2371783251735,Fall
09/24/2016 08:36:00 PM,Driving Under The Influence,35.16619326422719,-85.24819861516944,Fall
10/31/2016 12:44:00 AM,Driving Under The Influence,35.083149372632896,-85.0782985355597,Fall
12/11/2016 04:09:00 AM,Driving Under The Influence,35.040708470333854,-85.26918838062126,Winter
01/04/2017 02:00:00 AM,Driving Under The Influence,35.019449777033394,-85.20341374167344,Winter
01/05/2017 03:22:00 AM,Driving Under The Influence,35.00394993521681,-85.2122260353768,Winter
02/18/2017 02:29:00 AM,Driving Under The Influence,35.01433773604581,-85.22452452922964,Winter
03/06/2017 09:50:00 PM,Driving Under The Influence,35.00891814149668,-85.15314332702107,Spring
03/10/2017 12:30:00 AM,Driving Under The Influence,35.01813335627999,-85.17303319324863,Spring
03/30/2017 08:10:00 PM,Driving Under The Influence,35.063088,-85.306078,Spring
04/01/2017 02:36:00 AM,Driving Under The Influence,35.04502,-85.30713399999999,Spring
04/01/2017 05:46:00 PM,Driving Under The Influence,35.095089,-85.33198900000001,Spring
04/01/2017 11:37:00 PM,Driving Under The Influence,35.124421999999996,-85.238681,Spring
04/02/2017 04:01:00 AM,Driving Under The Influence,35.051281,-85.30116100000002,Spring
04/02/2017 06:52:00 PM,Driving Under The Influence,35.022607,-85.158045,Spring
04/02/2017 10:44:00 PM,Driving Under The Influence,35.03823308841718,-85.24061665631797,Spring
04/06/2017 07:38:00 PM,Driving Under The Influence,35.1866579,-85.245626,Spring
04/07/2017 05:10:00 PM,Driving Under The Influence,35.0365441,-85.31010900000003,Spring
04/07/2017 05:10:00 PM,Driving Under The Influence,35.036199100000005,-85.308777,Spring
04/07/2017 11:54:00 PM,Driving Under The Influence,35.049534,-85.261616,Spring
04/08/2017 09:27:00 PM,Driving Under The Influence,35.009785,-85.21174599999999,Spring
04/11/2017 04:45:00 PM,Driving Under The Influence,35.051944,-85.304786,Spring
04/12/2017 10:18:00 PM,Driving Under The Influence,35.068420999999994,-85.315697,Spring
04/13/2017 10:01:00 PM,Driving Under The Influence,35.015214,-85.31694499999999,Spring
04/13/2017 11:15:00 PM,Driving Under The Influence,35.071760000000005,-85.248063,Spring
04/14/2017 03:00:00 AM,Driving Under The Influence,35.027226,-85.316084,Spring
04/14/2017 11:08:00 PM,Driving Under The Influence,35.016870000000004,-85.22610800000002,Spring
04/15/2017 02:00:00 AM,Driving Under The Influence,35.007358,-85.314336,Spring
04/15/2017 02:10:00 AM,Driving Under The Influence,35.011696,-85.211457,Spring
04/15/2017 03:30:00 AM,Driving Under The Influence,35.0445595,-85.15966499999998,Spring
04/16/2017 01:48:00 AM,Driving Under The Influence,35.058062,-85.315834,Spring
04/16/2017 02:12:00 AM,Driving Under The Influence,35.02766939999999,-85.30591700000001,Spring
04/16/2017 02:35:00 AM,Driving Under The Influence,35.00487500000001,-85.328692,Spring
04/16/2017 11:43:00 PM,Driving Under The Influence,35.014542999999996,-85.233979,Spring
04/18/2017 03:09:00 AM,Driving Under The Influence,35.029821000000005,-85.306224,Spring
04/18/2017 10:08:00 PM,Driving Under The Influence,35.041353,-85.168915,Spring
04/19/2017 09:29:00 PM,Driving Under The Influence,35.054879,-85.31326800000002,Spring
04/19/2017 11:19:00 PM,Driving Under The Influence,35.026156159237665,-85.34238160743105,Spring
04/22/2017 03:11:00 AM,Driving Under The Influence,35.037772,-85.285041,Spring
04/22/2017 09:30:00 PM,Driving Under The Influence,35.143252000000004,-85.228714,Spring
04/23/2017 02:02:00 AM,Driving Under The Influence,35.091865000000006,-85.132873,Spring
04/23/2017 07:45:00 PM,Driving Under The Influence,35.188002291654456,-85.24402908575313,Spring
04/23/2017 09:26:00 PM,Driving Under The Influence,35.024939,-85.28617299999998,Spring
04/23/2017 11:20:00 PM,Driving Under The Influence,35.145722,-85.25300399999998,Spring
04/25/2017 12:47:00 AM,Driving Under The Influence,35.116454000000004,-85.278616,Spring
04/25/2017 08:36:00 PM,Driving Under The Influence,35.124837,-85.230912,Spring
04/26/2017 12:01:00 AM,Driving Under The Influence,35.029296,-85.241346,Spring
04/26/2017 10:11:00 PM,Driving Under The Influence,35.001203000000004,-85.132165,Spring
04/27/2017 03:55:00 AM,Driving Under The Influence,35.072423,-85.30449499999999,Spring
04/27/2017 10:20:00 PM,Driving Under The Influence,35.0414134,-85.29112099999998,Spring
04/27/2017 10:35:00 PM,Driving Under The Influence,35.050081,-85.30673900000002,Spring
04/28/2017 01:30:00 AM,Driving Under The Influence,35.0167,-85.179182,Spring
04/28/2017 04:08:00 AM,Driving Under The Influence,34.989477,-85.30520600000001,Spring
04/28/2017 04:20:00 AM,Driving Under The Influence,35.041351,-85.322281,Spring
04/28/2017 09:13:00 PM,Driving Under The Influence,35.026872999999995,-85.158314,Spring
04/29/2017 02:55:00 AM,Driving Under The Influence,35.038231,-85.30973900000001,Spring
04/29/2017 03:35:00 AM,Driving Under The Influence,35.026222,-85.363385,Spring
04/29/2017 10:40:00 PM,Driving Under The Influence,35.024758,-85.250732,Spring
04/29/2017 11:47:00 PM,Driving Under The Influence,35.047498,-85.308575,Spring
04/30/2017 10:35:00 AM,Driving Under The Influence,35.033891,-85.16278100000001,Spring
05/01/2017 12:25:00 PM,Driving Under The Influence,35.108903999999995,-85.272323,Spring
05/02/2017 11:08:00 PM,Driving Under The Influence,35.061281,-85.131401,Spring
05/04/2017 09:30:00 PM,Driving Under The Influence,35.128738,-85.21204399999998,Spring
05/05/2017 02:23:00 AM,Driving Under The Influence,35.036416100000004,-85.16322699999998,Spring
05/05/2017 11:16:00 PM,Driving Under The Influence,35.021882000000005,-85.24204499999999,Spring
05/06/2017 12:35:00 AM,Driving Under The Influence,35.043529,-85.161475,Spring
05/06/2017 07:09:00 AM,Driving Under The Influence,35.0235365,-85.140508,Spring
05/06/2017 07:41:00 PM,Driving Under The Influence,35.006443,-85.28757800000002,Spring
05/06/2017 08:31:00 PM,Driving Under The Influence,35.0558,-85.310784,Spring
05/06/2017 10:55:00 PM,Driving Under The Influence,35.035729,-85.183429,Spring
05/07/2017 01:00:00 AM,Driving Under The Influence,35.101151,-85.23955600000001,Spring
05/07/2017 01:54:00 AM,Driving Under The Influence,34.987913,-85.287238,Spring
05/08/2017 03:30:00 AM,Driving Under The Influence,35.022040000000004,-85.15266799999998,Spring
05/08/2017 08:31:00 PM,Driving Under The Influence,35.04983300000001,-85.149461,Spring
05/10/2017 12:22:00 AM,Driving Under The Influence,35.050719,-85.301101,Spring
05/10/2017 01:00:00 AM,Driving Under The Influence,35.036714,-85.274335,Spring
05/11/2017 08:50:00 PM,Driving Under The Influence,35.019044099999995,-85.171038,Spring
05/12/2017 02:16:00 AM,Driving Under The Influence,35.019710999999994,-85.195511,Spring
05/13/2017 03:19:00 AM,Driving Under The Influence,35.043659000000005,-85.308521,Spring
05/13/2017 03:33:00 AM,Driving Under The Influence,35.0257189,-85.224627,Spring
05/13/2017 03:37:00 AM,Driving Under The Influence,35.052122,-85.310884,Spring
05/13/2017 03:00:00 PM,Driving Under The Influence,35.114989,-85.26154199999998,Spring
05/13/2017 11:16:00 PM,Driving Under The Influence,35.031310999999995,-85.29553399999998,Spring
05/14/2017 01:50:00 AM,Driving Under The Influence,35.025113000000005,-85.24462700000001,Spring
05/14/2017 02:11:00 AM,Driving Under The Influence,35.021497000000004,-85.24182900000002,Spring
05/14/2017 03:15:00 AM,Driving Under The Influence,35.054203,-85.31024699999998,Spring
05/15/2017 11:32:00 PM,Driving Under The Influence,35.0325941,-85.316755,Spring
05/16/2017 01:00:00 AM,Driving Under The Influence,35.020022,-85.320022,Spring
05/16/2017 02:41:00 AM,Driving Under The Influence,35.047405,-85.316578,Spring
05/17/2017 12:25:00 AM,Driving Under The Influence,35.030902000000005,-85.264443,Spring
05/17/2017 03:07:00 AM,Driving Under The Influence,35.037238,-85.21934399999999,Spring
05/18/2017 02:33:00 AM,Driving Under The Influence,35.048637,-85.30954799999999,Spring
05/18/2017 11:19:00 PM,Driving Under The Influence,35.173627,-85.255513,Spring
05/20/2017 02:18:00 AM,Driving Under The Influence,35.024105,-85.24585400000001,Spring
05/20/2017 03:01:00 AM,Driving Under The Influence,35.01614,-85.237178,Spring
05/20/2017 03:05:00 AM,Driving Under The Influence,35.040645000000005,-85.26003999999998,Spring
05/21/2017 01:50:00 AM,Driving Under The Influence,35.057897000000004,-85.275983,Spring
05/21/2017 03:00:00 PM,Driving Under The Influence,35.084427000000005,-85.29298100000001,Spring
05/22/2017 02:55:00 AM,Driving Under The Influence,35.046321,-85.16282399999999,Spring
05/22/2017 10:50:00 AM,Driving Under The Influence,35.011641,-85.213686,Spring
05/23/2017 01:44:00 PM,Driving Under The Influence,35.00996,-85.216238,Spring
05/23/2017 05:41:00 PM,Driving Under The Influence,35.04008,-85.266657,Spring
05/23/2017 10:17:00 PM,Driving Under The Influence,35.101811,-85.32493000000002,Spring
05/24/2017 11:00:00 PM,Driving Under The Influence,35.024846000000004,-85.228964,Spring
05/26/2017 07:01:00 PM,Driving Under The Influence,35.145250000000004,-85.239005,Spring
05/27/2017 01:46:00 AM,Driving Under The Influence,35.044101000000005,-85.308707,Spring
05/27/2017 03:35:00 AM,Driving Under The Influence,35.019789,-85.32114,Spring
05/27/2017 11:40:00 PM,Driving Under The Influence,35.014990000000004,-85.25434399999999,Spring
05/28/2017 02:42:00 AM,Driving Under The Influence,35.066846000000005,-85.12422099999998,Spring
05/29/2017 11:12:00 PM,Driving Under The Influence,35.088699,-85.062043,Spring
